,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
116,117,Spiced Tea - Blend Of 7 Refreshing Spices,Beverages,Tea,Wagh Bakri,150.0,150.0,Leaf & Dust Tea,4.3,"Rejuvenate yourself with this refreshing spice tea made from rich premium fresh leaves and seven authentic Indian spices. The name Wagh Bakri is one of the most trusted name in Indian household. It is especially famous among the tea lovers. A Unique Blend of 7 Refreshing Spices. This tea is flavoured with clove, ginger, black pepper, cinnamon, nutmeg, lemon grass, piper longum."
117,118,"Steel Bowl/Vati/Katori - No. 4, Chutney","Kitchen, Garden & Pets",Steel Utensils,BB Home,69.0,159.0,Bowls & Vessels,,BB Home Chutney Bowl can be used to serve all sorts of homemade chutneys and sauces with ease to accompany your homemade spicy Indian meal. It is made from high-quality steel and this set of four steel bowls is a must-have for your home and for small servings.
118,119,"Adult Dry Cat Food - +1 Year, Ocean Fish","Kitchen, Garden & Pets",Pet Food & Accessories,Maxi Persian,999.0,999.0,Pet Meals & Treats,,"A nutrient-rich food that has been formulated to deliver a cat’s need for its diet requirement. Enriched with ocean fish and other essential ingredients which helps your feline to maintain the beautiful skin and coat. Taurine, an essential amino acid keeps the heart healthy and promotes the growth and development of the body. We assure all our ingredients goes through a strict selection process by nutritional laboratories to meet the safety and quality standards of the product. Our extensive research guarantees high palatability, better digestibility."
119,120,Millet Rusk - Sweet,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Nutribee,100.0,100.0,Rusks,4.5,"Made with organic whole wheat, millets and jaggery, our sweet rusk is baked to perfection. You can enjoy a guilt-free snack with your tea or coffee which is filled with fibre and nutrition and is super tasty. All our products are made with no maida, butter, sugar or preservatives."
120,121,"Stainless Steel Kadai - Induction Bottom With Glass Lid,  26 cm","Kitchen, Garden & Pets",Cookware & Non Stick,Vinod,1099.0,1335.0,Kadai & Fry Pans,3.8,"Create those nutritious and flavourful recipes quickly with minimal effort by bringing home this 24 cm Induction Friendly Kadhai from Vinod. It prevents food from getting burnt. It is ergonomically designed using high-quality stainless steel, this kadhai ensures even distribution of heat while preventing food from frothing or getting burnt. Easy to clean and is dishwasher-safe, this kadhai can be easily cleaned and maintained after every use. It is suitable for all cooktops. This kadhai comes with an induction base which makes it perfect to be used on all types of cooktops including gas stoves and induction cooktops."
121,122,"Power Pocket - Long Lasting Bathroom Fragrance, Berry Rush",Cleaning & Household,Fresheners & Repellents,Aer,53.35,55.0,Air Freshener,4.2,"Petal Crush Pink Life is not a bed of roses. But it can smell like one right? Here's a fragrance that is as fresh as it is romantic. Godrej Aer Pocket Say hello to Godrej aer pocket, a range of bathroom air freshener available in 5 delightful fragrances. Its unique power gel technology keeps your bathroom fragrant for 3-4 weeks and ensures that its fragrance reaches every corner of your bathroom. A must-have stock item in your pantry & toilet, Godrej aer pocket is so easy to use, that you simply have to unwrap the packet and hang it with the hook provided. That's it, you are done. Godrej aer pocket works 24x7 without any effort, so you can walk-in to a refreshing fragrance every-time you step into your bathroom. You can now choose from any of our 5 refreshing fragrance variants - Misty Morning Meadows, Fresh Lush Green, Bright Tangy Delight, Violet Valley Bloom, and Petal Crush Pink."
122,123,Cabbage - Red,Fruits & Vegetables,Fresh Vegetables,Fresho,23.0,28.75,Cabbage & Cauliflower,,"It is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones.
Its leaves are coarser as they have less water content. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1561/violet-cabbage-walnut-salad/"
123,124,Marvel Spiderman 2-In-1 Snackeez Bottle With Snack Box,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,269.0,299.0,Lunch Boxes,3.0,"Alongside a lovely cartoon character design, the innovative Snackeez snacking solution allows you to have drink water and have your favourite snack all in one hand. The cup stays perfectly sealed to prevent spills and keep snacks fresh."
124,125,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),"Foodgrains, Oil & Masala",Edible Oils & Ghee,Dhara ,183.0,185.0,"Sunflower, Rice Bran Oil",4.1,"Dhara refined rice bran oil is high in Vitamin E and mono-unsaturated fatty acids.
Food fried in this oil supposedly absorbs less oil ensuring lower calorie intake.
It has reasonably balanced fat composition (MUFA, PUFA and SFA) apart from the presence of Oryzanol.
Its ideally for cooking. Store in cool and dry place, away from direct sunlight."
125,126,Premium Square Plastic Container - Green,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,179.0,280.0,Containers Sets,3.9,These containers are microwave safe but without its lid and is refrigerator safe and dishwasher safe. Use it only for reheating the food and not for cooking food in this container. All containers are airtight but not leakproof.
126,127,Instant Popcorn - Butter Delite,Snacks & Branded Foods,Snacks & Namkeen,ACT II,29.7,33.0,Chips & Corn Snacks,4.2,"Enhance your movie-watching experience, in the comfort of your own home with World’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. You can choose among different pack sizes such as individual packs, family packs and party packs, as per your need.
Relish your favourite ACT II popcorn, now available in various lip-smacking desi flavours such as butter, Sweet Pani Puri, Tandoori Tadka, Southern Spice, Butter pepper as well as international flavours such as Cheese Delite, Peri Peri, Thai Sweet Chilli and Tomato Chili."
127,128,Cherry Lip Balm 4.5 g + Deep Nourish Elbow & Foot Cream 50 g,Beauty & Hygiene,Skin Care,Kaya Clinic,455.0,525.0,Lip Care,,"Cherry Lip Balm:

The skin on your lips is thinner than your facial skin and requires nourishing care to keep it supple and hydrated
Kaya Derma Naturals lip balms are a handbag essential that comes in stick format which is easy to use and carry when you are out and about 
Heals dry and chapped lips 
Moisturised and softens lips 
Soft glossy look 6.Contains SPF protection

Deep Nourish Elbow & Foot Cream: This cream is specially formulated to gently heal rough and cracked feet. It is also recommended for foot softening, treating corns, calluses and thick skin around the elbows and knees. Makes feet smooth and soft."
128,129,Nutrition Plus Health Supplement - Joint Support,Beauty & Hygiene,Health & Medicine,Abbies,1299.0,1299.0,Supplements & Proteins,,"This supplement contains Glucosamine and Chondroitin, which may support joints in order to promote healthy cartilage and tissue, while MSM supports healthy collagen for supreme joint support. Joint Support is great to help with painful stiffness, discomfort, and poor range of motion. With a specialised Glucosamine Chondroitin complex per serving, you can move easily and comfortably again. Chondroitin is the most abundant glycosaminoglycan in cartilage and is partly responsible for the resiliency of cartilage. Chondroitin is also important in preventing the action of enzymes that can destroy cartilage."
129,130,Glass Belleza Bowl - Wine,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,299.0,398.0,Glassware,,"These Iveo Belleza Glass Bowls are made from high quality coloured glass material. These are extra strong, freezer safe, no sharp edges, no wobbling. The capacity of these bowls are 400 ml each. These are ideal for storing & serving fruits, snacks & other food articles."
130,131,Dark Fantasy - Choco Fills Biscuits - Cookies,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,23.76,30.0,Cream Biscuits & Wafers,4.3,"Sunfeast Dark Fantasy Chocofill is nothing but smooth and tasty choco creme inside cookies that are baked to perfection. It has a rich chocolaty taste, and because of its soft texture, it simply melts in the mouth after a bite. This innovative cookie has its center filled with luscious chocolate which adds to the crunchiness."
131,132,Banana - Red,Fruits & Vegetables,Fresh Fruits,Fresho,39.0,48.75,"Banana, Sapota & Papaya",,"Standing apart from the common varieties of yellow bananas, Red bananas are short, plump and reddish-purple in colour.
Even the flesh is light pink and sweeter compared to other varieties. They are high in nutrients and are freshly procured from the farmers. 
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1383/banana-ice-cream/"
132,133,"Chilli - Bajji, Mild",Fruits & Vegetables,Herbs & Seasonings,Fresho,14.0,17.5,"Lemon, Ginger & Garlic",,"Fresho is our brand of fresh fruits and vegetables which are individually handpicked every day by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient-dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability."
133,134,I Love You Fruit N Nut Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,90.0,100.0,Chocolates,4.2,"This yummilicious chocolate is filled with crunchy almonds and handpicked juicy raisins and studded in the smooth texture of dark chocolate to give you the best chocolate pleasure.With 55% cocoa, Amul Fruit 'N' Nut Chocolate is a classic combination that is celebrated for decades and relished even today. The amalgamation of the dark chocolate and dry fruits will surely give your taste buds a heavenly feeling. Enjoy this sweet delight with your loved ones or enjoy some self-indulgence."
134,135,Pitted Green Olives,Gourmet & World Food,Tinned & Processed Food,Del Monte,230.0,230.0,"Olive, Jalapeno, Gherkin",4.4,"Del Monte olives are sourced from the largest olive producer and exporter in Spain. Olives can be used while preparing Italian & Mediterranean cuisines at home, as well as for healthy snacking. Deep & rich in flavor, Del Monte Pitted Green Olives go exceptionally well in salads & pasta, or simply for healthy snacking. Ready-to-use Spanish olives of the Hojiblanca variety. Use these in pizzas, pasta, bruschetta, garlic bread, or for plain healthy snacking."
135,136,Glass Mixing Bowl With Lid - Polo,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,159.0,190.0,Glassware,3.7,"This range of Yera mixing and serving bowls were designed as a tribute to the modern gleaming kitchen of today. These durable bowls come in different sizes to fulfil every need. The lids lock the aroma in and help to keep the food fresh for a long period of time. With these mixing bowls, you will be able to directly warm food in a microwave oven without having to go through the hassles of transferring it to another bowl or plate. This helps to warm the food in very little time and negates the need for another crockery for the same."
136,137,Cake Gel,Gourmet & World Food,Cooking & Baking Needs,Purix,85.5,90.0,"Baking, Cake Decorations",,"Cake gel is a translucent soft jelly included in emulsifiers and humectants, which considerably enhances volume through increased aeration and provides a more uniform crumb structure. Adding Cake Gel helps in smooth mixing of all ingredients. Cake Gel is found in baked goods, ice cream, toppings, waffle, and fillings."
137,138,Toffees - Excellence Assorted,Gourmet & World Food,Chocolates & Biscuits,Sapphire,250.0,250.0,International Chocolates,,"Almond, Anjeer, Cashew, Pistachio, Rose Flavoured Toffees"
138,139,Organic Idly Podi - Ginger,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75.0,75.0,Breakfast & Snack Mixes,3.9,"This is a Ginger flavour Idly Podi that can be had with Idli, Dosa or Adai/Cheela. Ginger helps in digestion. It contains gingerol, a substance with medicinal properties, that can treat many forms of nausea. The anti-inflammatory effects of ginger can help with osteoarthritis, treat chronic indigestion and help fight infections. Certified organic products are only used."
139,140,Glass Water Bottle - Aquaria Organic Purple,"Kitchen, Garden & Pets",Storage & Accessories,Cello,369.0,425.0,Water & Fridge Bottles,4.8,"A cheerful pattern that adorns this brightly hued glass bottle. Bring home the colourful eccentricity of these Italian milk and water bottle for a pleasing sip each time as they are airtight. This serves as an ideal way to store milk, water, juices or just for decorative pieces."
140,141,Stainless Steel Pav Bhaji/Idli Oval Shaped Plate,"Kitchen, Garden & Pets",Steel Utensils,Omega,125.0,125.0,Plates & Tumblers,3.6,"We believe every meal should be complemented by dinnerware that makes you smile. Hence, make a fun addition to your kitchen with the plates that blends superior durability, hassle-free maintenance and a sunny look to your dinner table. This high-quality food-grade stainless steel plate comes with 3 apple shape compartments.All compartments can accommodate different types of food like chapatti/curries/salad/ pickle or sweet. It is more useful where one can have a different quantity of small food in 1 plate without using 3 different bowls for it. This season give your kitchen a perfect gift with Compartment Plates. It is very economical in range. It is non-breakable, durable, sturdy, rust free and long lasting."
141,142,Organic Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Organic Staples,Akshayakalpa,280.0,280.0,"Organic Edible Oil, Ghee",4.2,"Akshayakalpa Ghee is delicious and enjoy it with all rice, pasta and vegetable dishes. It is rich in essential fatty acids and vitamins A, D, E and K. It is great for cooking, high heat stability and easy to digest."
142,143,Dates/Kharjura - Deseeded,"Foodgrains, Oil & Masala",Dry Fruits,Lion,66.0,66.0,Other Dry Fruits,4.1,"Dates provide several necessary nutrients such as fiber, calcium, sulfur, iron, amino acids, manganese, magnesium, copper, phosphorous, potassium, and fats to the body.
They can be simply digested in nature.
As against other forms, dates are excellent for providing energy to your body.
They assist to strengthen your immunity in a natural manner.
Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/"
143,144,Chutney - Sweet Mango Sliced (without Garlic),Snacks & Branded Foods,Pickles & Chutney,Priya,90.0,90.0,Lime & Mango Pickle,3.9,"Priya Sweet Sliced Mango Chutney is rich in taste to meal. Hence, highly demanded. This Sweet Mango Chutney is highly appreciated for its purity and long shelf life. It is having high nutritional value and appetizing taste. This Sliced Mango Chutney is rich in aroma."
144,145,Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala",Masalas & Spices,Aashirvaad,32.0,64.0,Powdered Spices,4.2,"Aashirvaad Turmeric Powder is well-known for its bright yellow color and used as a coloring agent Turmeric is used extensively in Indian dishes. Turmeric has also originated application in canned beverages, dairy products, baked products, yogurt, ice cream, and biscuits."
145,146,Bread - Fruit,"Bakery, Cakes & Dairy",Breads & Buns,English Oven,20.0,20.0,"Milk, White & Sandwich",,Filled with amazing tutti fruity
146,147,Bombay Street Food Spice Blend,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,225.0,225.0,"Curry Paste, Coconut Milk",,"The origins of pau bhaji date back to the 1850s Bombay, it was a fast, nutritious lunch for textile workers, a mash of vegetables sprinkled with spices and a dollop of butter, Bombay can rightfully claim to be the birthplace of this hot, spicy, tasty bhaji served with crunchy onions and slivers of lime, coupled with butter-dripping Portuguese bread called pau. Junyali pau bhaji masala can be used for Bombay’s street foods, like scrambled egg & potato patty."
147,148,Ragi Flakes,Snacks & Branded Foods,Breakfast Cereals,Murginns,225.0,225.0,Flakes,4.5,"Made of only Ragi (Nachni) and Jaggery, we guarantee our Ragi Flakes will become your favourite breakfast. Murginns Ragi Flakes is certified organic. With 10x the amount of Calcium found in rice, Ragi is the superfood you need to supercharge your day."
148,149,Mustard Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,250.0,250.0,Flavoured & Other Oils,3.7,"Mustard Oil is a good source of monounsaturated fatty acids. One of the most balanced fatty acid compositions of monounsaturated and polyunsaturated fatty acids among oils. Extracted from Mustard Plant, it is usually used in cooking in an Indian household. Having umpteen health benefits, the oil is also used to massage people suffering from muscle pain, cold among others."
149,150,Juice/Water Glass - Long Drink Nord,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,639.0,975.0,Glassware,3.3,"The Lyra Nord Long Drink Glass 410 ml - Set of 6 can assist you in serving your guests with class and elegance. Made of glass, this product features a transparent body with an attractive shape to root for. With an ideal dimension and sturdy material, this set of glasses is a durable choice."
150,151,Glass Amaze Air Tight Jar - Pink,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289.0,358.0,Glassware,,"These glass Jars are beautiful looking with its fabulous printed design, made with good quality. These jars are made air tight to keep food articles fresh for longer period, these are also extra strong, freezer safe, food grade, moisture resistant, scratch resistant with no sharp edges & no wobbling. These glass jars are ideal for storing snacks, nuts, spices & other food articles."
151,152,"Finger Brush For Kids - Blue, Ultra Soft",Beauty & Hygiene,Oral Care,Dentoshine  ,120.0,120.0,Toothbrush,4.3,- Safe & easy to use - Fits comfortably on the finger - Cleans teeth & massages gums - Specially made for gentle care
152,153,Water/Juice Glass  - Jupiter Long Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,459.0,705.0,Glassware,3.5,"Lyra Jupiter Long Drink Glass - Set of Six Whether you enjoy champagne, cognac, wine, or fresh vegetable and fruit juices, a proper glass is required to serve the same. The Lyra Jupiter 350-ml Long Drink Glasses are perfectly suited to serve a variety of drinks, be they aerated, non-aerated, alcoholic or non-alcoholic. What is more, you can also serve cold water to your guests in these beautiful Lyra Jupiter long drink glasses."
153,154,Energy Bar - Choco Crunch,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",On The Run,50.0,50.0,"Healthy, Baked Snacks",,"Need that punch? go for the crunch! With crystallised fresh ginger, its perfect companion of tea or coffee. Ginger and green tea extract is a perfect combination of antioxidants. Chocolate Chips gives a rich taste. Finger Millet is the surprise ingredient. Rich in antioxidants, it comes with green tea extract and is rich in Vitamin C"
154,155,Breeze - Razor Blades,Beauty & Hygiene,Feminine Hygiene,Gillette Venus,350.0,350.0,Hair Removal,4.3,The Gillette Venus Breeze blade for women is the secret to a time-saving shave. Simply wet the blade for an amazingly smooth shave. Flexible shave gel bars are built-in and contain rich body butter for a light lather. A smooth glide that makes no need for separate shave gel or soap. 3 Spring-mounted blades with telomer coating with shower storage. Indulge your senses as you shave with the Venus Breeze 2-in-1 women's razor.
155,156,"Confeito Vermicelli Combo, Sprinkles",Gourmet & World Food,Cooking & Baking Needs,Wow Confetti,247.0,260.0,"Baking, Cake Decorations",,"Put the finishing touch on all of your fun and festive baked treats with these rainbow sprinkles! Perfect for a consistent product that's sure to please you. Sprinkle these tiny, thin, rod-shaped colourful confections into your signature cookie batter, top a flavorful ice cream sundae, or use them to garnish frosted cupcakes. Can also be sprinkled on cake pops, cookies, cakesicles and more."
156,157,Olive Oil - Classic,Gourmet & World Food,Oils & Vinegar,BORGES,429.03,700.0,"Pure, Pomace Olive Oil",4.5,"Olive oil is rich with monosaturated fats which makes it the king of healthy oils. It helps reduce inflammation and controls cholestrol and blood sugar. It is universally proven to be the heathiest oil and can be used for a number of things including pasta sauce, salad dressings and much more."
157,158,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth","Kitchen, Garden & Pets",Storage & Accessories,BB Home,25.0,42.0,Water & Fridge Bottles,,"These BB Home pet water bottles are made of high-quality plastic which is 100% food grade and BPA free. Due to the use of virgin PET material, these bottles are having elegant shine and colour. These are the best ones to store water in the fridge or you can drink water directly from them.BB Home products are always high quality and at a very competitive price compared to other branded products in the market. So when you get the best or better than the brands available in the market at a lower cost, definitely you save money and get the best quality product for your use.Special Note: Colour of the bottle physically might slightly differ from the image displayed on the website due to digital photography."
158,159,Chia Seeds,Gourmet & World Food,Cooking & Baking Needs,Organicana,185.0,185.0,Quinoa & Grains,,"1 teaspoon chia contains 2g protein and 5g fibre. 1 tablespoon of chia seeds mixed with 3 tablespoons of warm water left to sit for 10 minutes is the equivalent to 1 egg, a great vegan alternative. Chia can absorb 9 times liquid compare to its weight making your stomach fill full and is therefore considered good for weight loss. Organicana chia is a certified organic product of India and it is grown in Malwa region of Madhya Pradesh which is considered to be the most fertile region of central India."
159,160,Skin Cream,Beauty & Hygiene,Skin Care,Aloederm,112.5,150.0,Face Care,3.1,"Aloe vera based (Cold processed) Moisturising cream with additional benefits of Niacinamide and Vitamin E in 50 gm tube. Niacinamide increases ceramide and other intercellular lipid levels in epidermis thereby reducing inflammation. Aloe Vera has been known for Keratolytic action for removing dead skin, replacing it with new skin cells. Aloe dilates the capillaries, and thus increases the blood flow, which fastens the wound healing process."
160,161,One Touch Air Purifier Freshener - Floral Bouquet Refill,Cleaning & Household,Fresheners & Repellents,Odonil ,77.0,77.0,Air Freshener,4.2,"Odonil One Touch is proof you dont need an oil diffuser for your home, as it also guards your family from all sorts of bacteria in the air.Whether you need a room, car, or bathroom freshener, this one-touch spray is versatile air sanitiser that reduces 99% of airborne germs with only one spray."
161,162,Water/Juice Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,189.0,220.0,Glassware,3.7,"Classic Yera tumblers for typical daily use. Stylish and affordable. Microwave Safe for the mild re-heating purpose only, not for Popping corn & Cooking. Unlike Plastic will not leach Chemicals into your Food even over repeated usages."
162,163,Color Naturals Creme Riche Ultra Hair Color - Raspberry Red,Beauty & Hygiene,Hair Care,Garnier,199.0,199.0,Hair Color,4.1,"Garnier Color Naturals is creme hair colour which gives 100% Grey Coverage and ultra visible colour with 50% more shine. It has a superior Colour Lock technology which gives you a rich long-lasting colour that lasts up to 8 weeks. Color Naturals comes in a range of 8 gorgeous shades especially suited for Indian skin tones. It is available in an easy to use kit which can be used at your convenience in the comfort of your house! It is enriched with the goodness of 3 oils - Almond, Olive and Avocado which nourishes hair and provides shiny, long-lasting colour. Your hair will love the nourishment and you will love the colour!"
163,164,Nomarks - Antimarks Soap For Oily Skin,Beauty & Hygiene,Bath & Hand Wash,Bajaj,40.0,40.0,Bathing Bars & Soaps,4.3,"New Bajaj nomarks soap helps remove excess oil, deep-rooted dirt and provides relief from sunburn, blemishes and acne or pimple problems. It is a natural antiseptic which provides deep pore cleansing. Its key ingredient neem is a miraculous herb which is medicinal in nature and has potent antibacterial and powerful healing properties. Neem effectively prevents and treats itching, rashes, acne and other skin ailments."
164,165,"Silver Needles Tulsi White Tea Bags - Rich In Antioxidants, Pure Tea Buds",Gourmet & World Food,Drinks & Beverages,Sancha,450.0,450.0,Gourmet Tea & Tea Bags,,"Immunity Boosting Tea Enjoy the goodness of ‘Antioxidant’ rich white tea blended with an ancient Indian herb- ‘Tulsi’ with sweet & intense citrus notes. Cleanse, Detoxify & Purify your body with this blend

Ingredients: White Tea & Holy Basil Leaves (Tulsi)
Healthy Benefits: Builds Immunity & Detoxes the insides
Caffeine Levels: Low Master
Tea Tasters Notes: Sweet Intense, Citrus Notes
Time to Enjoy this Brew: Daily Morning Kickstarter"
165,166,Baby Napkins - Mini Terry,Baby Care,Feeding & Nursing,Mee Mee,179.0,179.0,Bibs & Napkins,4.3,All mee mee baby napkins are carefully made from cotton and other best quality fabric. It gives a cool comfortable feeling provides high absorbency for your baby cleansing needs. Machine wash. Soft fabrics for your babys tender skin. 100% cotton towelling. Size 9 x 9 suitable from birth.
166,167,"Printed Fabric Pencil Pouch - Purple, BB1263DPPL",Cleaning & Household,Stationery,DP,232.0,399.0,Exam Pads & Pencil Box,4.0,"Keep your daughter's stationery safe and at one place with this purple printed pencil pouch. It is crafted using high-quality fabric, which is strong, durable yet light in weight. It features a zipper closure and added compartments for storing different stationeries. The print on the bag is trendsetting and is sure to catch people's eyes."
167,168,Snacks - Roasted Mixture Lime,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",GoodDiet,79.0,109.0,"Healthy, Baked Snacks",,"Bb GoodDiet Roasted Mixture Lime is tangy, flaky and healthy too. You cannot debate it when your pack of snack contains a mix of multi-grains, pulses, flaxseed, and oats. Its a complete snack made mainly of Bengal Gram (chana) and Wheat Flakes. Weight loss on your mind? This mix is your best bet as wheat flakes help you in weight loss and many other health benefits. Do not just go on dieting. Go on good dieting.  Frying food increases your fat and calorie content. Enjoy these completely roasted snacks and say hello to a happier and healthier you."
168,169,Organic Dosa Mix - Jowar,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,80.0,80.0,Breakfast & Snack Mixes,3.7,"Millets are micronutrients which are nutritious and is a replacement for rice and wheat. This Dosa mix is made from Sorghum/Jowar. Jowar is rich in fibre and iron. The high protein content of jowar controls blood sugar level, is good for bone health, and gluten-free. Certified organic products are only used."
169,170,Lunch Box/Tiffin Set - Green BB 570 2,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,509.0,565.0,Lunch Boxes,3.6,"Pack lunch for your loved ones easily with this uptown lunchbox by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, it is made of high-quality plastic. The lunch box comes with an airtight flap and lock lid, which helps in keeping the food fresh for a longer time. Also, the lid closes tight enough to store solid as well as liquid food without worries of spillage. With a catchy green colour with a smart design, this lunch box is perfect to carry to the office."
170,171,BCAA Energy Drink - Berry Flavour,Beverages,Energy & Soft Drinks,NOCD,110.0,110.0,Sports & Energy Drinks,4.0,"NOCD provides a comprehensive
formula for stronger immune system, stronger
muscles, active brain and quality skin and hair
The presence of BCAA and different vitamins and
minerals along with effective levels of
antioxidants provides a complete synergistic
immune therapy to the body These elements of
the drink help protect against the damage caused
by free radicals Other nutrients like biotin, folic
acid protect DNA and cells from within It has
goodness of green coffee bean extract and l
carnetine which helps in weight management"
171,172,Coffee Energizing Face Scrub,Beauty & Hygiene,Skin Care,BIOTIQUE,142.5,190.0,Face Care,3.0,Biotique Coffee Energizing Face Scrub is enriched with 100% pure coffee extract. The coffee purifies and deeply cleanses your face. It scrubs away impurities and dead cells and brightens your face. It rejuvenates and energizes your skin. This Scrub wash gives you a clear complexation by removing tan and blackheads. It unclogs the pores giving you a healthy glow. It is made with all pure ingredients and is preservative-free.
172,173,Pain Relief - Oil,Beauty & Hygiene,Hair Care,Himalaya Wellness,90.0,100.0,Hair Oil & Serum,4.4,"Pain Massage Oil is a herbal oil which provides relief from neuromuscular pain and the pain associated with arthritis.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
173,174,Ultra Soft New Born Diapers - Extra Small,Baby Care,Diapers & Wipes,Huggies,699.0,999.0,Diapers,3.9,Huggies ultra soft pants are our softest diaper pants. The ultra-soft range is the very best from Huggies and features cotton-like softness to gently hug your baby. Every ultra-soft diaper pant is clinically proven to help prevent rashes.
174,175,Jungle Stimulating Facial Cleanser,Beauty & Hygiene,Skin Care,StBotanica,799.0,799.0,Face Care,,"Refine the tone and texture of your skin with our Jungle Stimulating Facial Cleanser. Infused with natural Vitamin E and extracts such as Green Tea, Cucumber, Aloe vera, Clary sage and Avocado, this cleanser defends the skin, helps reduce and prevent the appearance of wrinkles, dark spots, fine lines and other signs of ageing. The Balancing formula keeps the skin feeling revived and refreshed. After using the cleanser, welcome fresh, smoother, younger, happier and truly vibrant skin. Natural Face Wash with Vitamin E, Avocado Oil, Aloe Vera Extract, Cucumber Extract, Clary Sage Extract, Butchers Broom Extract. Ideal for both Men and Women.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog"
175,176,Ylang Ylang Essential Oil,Beauty & Hygiene,Skin Care,Soulflower,328.0,450.0,Aromatherapy,4.5,"100% pure, natural and vegan Soulflower Ylang Ylang Essential Oil softens, rejuvenates and moisturises skin, keeps your skin and hair look healthy, hydrated and smooth by balancing scalp moisture.For Skin: Cananga Odorata (Ylang Ylang) essential oil is pale yellow to golden yellow and has a thin consistency. It retains skin moisture, controls acne, lightens scars and blemishes, prevents microbial growth; thus protects skin from bacterial or fungal infections. This oil is perfect in giving you beautiful and glowing skin as it balances skin oil, keeps your skin youthful, refreshed, hydrated and soft.For Hair: Ylang Ylang essential oil works great in rejuvenating the dry scalp, controlling hair fall, strengthening hair roots, balancing sebum secretion and boosting hair growth giving you a healthier scalp and hair. This oil also retains the natural moisture to your strands.For Diffusion: Ylang Ylang essential oil’s warmth and depth of herby aroma acts as an aphrodisiac attuning your Svadhistana; The Sacral Chakra. It also helps boost and uplift mind aromatically and gives you a sense of relief from panic, fear and shock. It is the spiritual energy centre of confidence, happiness, and resourcefulness and also related to the negative shades of greed, fear, and self-preservation.It is 100% natural, herbal, pure, organic & vegan."
176,177,Clear Glycerine Soap - Natural Toning (Tea Tree Oil & Honey),Beauty & Hygiene,Bath & Hand Wash,Medimix,40.0,40.0,Bathing Bars & Soaps,4.3,"Medimix Clear Glycerine-Natural Toning is meant for people with Normal Skin. It helps maintain healthy skin-tone the natural way. It contains the unique and time tested combination of Tea-tree Oil, Honey and Glycerine, which helps keep skin clear, firm and healthy. It makes your skin smile!!!  For Beauty tips, tricks & more visit https://bigbasket.blog/"
177,178,Soap,Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,430.0,430.0,Bathing Bars & Soaps,5.0,"Mysore Sandal-The Only Soap with Pure, natural Sandalwood Oil, Mysore Sandal Gold-Enriched with pure Sandalwood & Almond Oil and moisturisers, The Soap that comes close to the natural fragrance of Jasmine Flowers, Mysore Rose-The gentle fragrance of roses keeps you close to nature, Mysore Sandal Classic-The Soap with the goodness of Moistuiser and fragrant sandalwood Oil, Mysore Lavender-The Fragrance of Lavender for Freshness all through the day.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
